sentiment,txt
1,﻿و ما من دابه في الارض و لا طاءر يطير بجناحيه الا علي اله رزقه  
0, مساكين ها البشر  
0, لانهم يمكن يكونو قاهرينك  
0,﻿ عاهاتك ياعرب  
0,ه لا نوي ولا صوبه بواري كالعاده نصبه جديده  
1,اله و اخترت اسم غالي علي قلبي قوي ربنا يثبتك علي دين الاسلام اخترت صح بجد  
0,لانه النوي ضره علينا اكتر بكتير من فواءده   
1,لاتنساني من دعاءك الصالح شيخنا  
1,اله اكبر والعزه لسلام  
0,ابوها هوه﻿ المصيبه بس همه الفلوس الي تجيبها بنته  
0, ياخي برنامج السامج  
1,لهم اعنا علي ادراك هذا المعني العظيم يا رب  
1,اعملوا لاخرتكم  
1,نعم في البدايه كلهم اروع من الروعه  
1,ربنايحفظك ياشيخ  
0,﻿اله يرفعهم الي جهنم جنب القذافي باسرع وقت لان الظلم زاد عن حده  
0, باله عليكم الم تستحيوا من انفسكم قبل قدومكم الي هذا البرنامج ثم الم تعلموا ان هناك مسابقات لانكر الاصوات في قناه اخري  
1,تحيه لاهل فلسطين الغاليه  
0, هذا تشهير ملعون والدين المفروض ما يعرضونه  
0,﻿ واي ناس فاظين صج عاهات  
1,بتقول كلام دي الفل  
0,عيب يغني ده السادات وده ابن مره  
1,تمام  
0,انا بكرهك  
1,لطيف  
1,﻿صباح الخير و الاشراق و الامل  
0, عاهات العرب الجرب  
1,هو رحيم بكل شيء في الكون هو الخالق فلابد ان يرزق مخلوقاته  
0,تسلم صرمايتك  
0, الي غني عدوله محاوله استخفاف دم من البرنامج  
1,ما في احلي من الفرح  
0,شو بدو بهالشوفه  
0, حسبي اله ونعم الوكيل فيكم  
0, اله اكبر شو هيدا اكل الرجال  
1,يا مسهل يا رب   
0,انت واحد ما بتستا هل الجزمه  
1,لا تقنتوا من رحمه اله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن  
1,اجمل شيء مخافه اله تعالي  
1,راءع  
0,الوان مش حلوه  
0, يعني هيك برامج بتبين لناس وين صرنا و كم صارت نسبه التخلف بين شباب امتنا  
1,ستجد مساعده اله وعونه لك عندما تكن النيه صادقه  
0,﻿لا ده ذكاء  
1,صباح السعاده العامره  
0,﻿اوروبا كلها تريد التخلص من النوي و تحاول استثمار الطاقه الشمسيه و ما عندهم شمس قد ربعنا و احنا بدنا ناخذ الي راحت موضته ولي زمانه من كثر اخلاص القاءمين علي مصلحه الوطن يا حسره  
0,يلعن امك  
1,الهم ثبتنا بالقول الثابت في الحياه الدنيا وفي الاخره  
1,ونعم باله من اختار قرب اله فما خاب ابدا اله علي دي راحه وده شعور الحمد ل  
1,ربنا اجعلنا من الصالحين و اهدنا الي الريق المستقيم  
0, عاهات  
0, وسب برفعه ضغطك  
1,عن جد انتي ما شاء اله عليكي جزاكي اله كل خير  
0,مش باين منيح ليش عم تكذبو  
1,اسال اله ان يرزقني من يدعو لي في ظهر الغيب  
1,يا رب كن لي وكيل  
1,رضيت باله ربا وبالاسلام دينا وبمحمد صلي اله عليه وسلم نبيا ورسولا  
1,انا فعلا عملت كده والحمدله بقيت احسن من غير الحجات الي ربنا خدها مني الحمدله  
1,صباحك نور  
1,﻿الحمد له رب العالمين علي عطاه و رضا  
0, يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج  
0, بقطعكم شو حقودين  
1,الحب الحقيقي عمله نادره فعلا وهو نعمه كبيره من اله عزوجل  
0,﻿ بكتب ع اوراق الشجر يقول موهبتي وانا صغير اله يسامح الي كاذب عليه  
1,تحياتي ياشيخ  
1,﻿بلا هم و بلا وجع راس خليك رايق دايما  
1,﻿ابتسم بنيه طيبه و فقط  
0, واله حرام يعني مايدرون انهم مصخره  
1,حبل الجذب اكصي  
0,﻿ عاهات وعهد اله عاهات ايه الي خلاهم يغنو دول  
0,الي بشار الاسد كس اختك  
0, من يستمتع برءيه الناس في مواقف محرجه فهو سادي و غير اصيل و نفسه ضعيفه و مريضه  
0,وسدءيني انكو كلاب  
1,يا صاحب الفرج   
1,الحمد له كلما اري ناس اسلموا تعم الفرحه في قلبي  
0,بعءد  
1,موضوع اكتر من راءع  
1,ما اجمل الحياه برضي اله  
0,﻿ اصلا ابو وديع لو كان اجا كان خسر  
0,الي ابن بشار الاسد كس اخت ابوك  
1,صباحكم سعاده  
0, فعلا برنامج ساقط والي بيتابعه اسقط منه  
0,﻿و اله مش طبيعي حرام و اله غير تنتشر السرقه و النهب خرب الامان النشور  
1,اله علي الكلام يا رب اعينا  
1,﻿يا من يرزق النعاب في عشه هيء لنا مقادير  
0,﻿ غبي انتا اشي الصوت هاد بتشبهو بجورج وسوف  
1,الهم اعنا ع ترك كل ما لا ترضي  
0,ولك تفيه عليك  
0,ما بكره حد قدك  
1,﻿صباح الخير لك ياشيخ لكم كلماتك داءما تشعرني بالامان و السكينه و الرضي بما كتب اله  
0,﻿الاردن فيه طاقه شمسيه بتغنينا عن استخدام المفاعلات ، تخيلو معي الطريق بين عمان و العقبه كلها ارض فاضيه و صحرا منقدر نستغلها في بناء خلايا شمسيه احنا مش ضد انا نتطور و لكن الدول المتطوره عم بتخلو عن الطاقه النويه الي رافقها مشاكل صحيه و بيءيه عديده و عم بسبتدلوها بالطاقه المتجده ، طاقه نظيفه و غير مكلفه  
0,﻿ استخف التحكيم  
1,كلام ذهب  
0,﻿ واله خبل  
0, تخسا هما وكل واحد بشد عايدهم مشكلتو شعب سوري يدعون البراءه وهم في قمه النذاله  
0, مهزله التاريخ  
0, حرام عليك ماتشوفه شلون يصارخ كانه مشجع في ملعب  
0,شو هاض المنشور الوسخ  
0,ما اقسي غربه الروح  
1,حلوه اوي الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو  
1,حلو صديق عمري  
0,راءعه الحرف نقيه المعني  
0,اغرورقت عيناي بالدموع  
1,يارب وانت ادعيلي  
1,يارب اعنا علي عدم معصيتك  
1,اله يثبته يا رب ويثبتنا احنا كمان   
1,﻿سبحان اله مالك السموات و الارض  
0, هذا معوق جنه جورج وسوف  
1,ما اجمل دينا الاسلامي  
1,روشته علاج لاخطر الاسقام بارك اله في كاتبها  
1,﻿اعنكم اله و تقبل منكم و يسر طريقكم  
0, وش التخلف هذا  
0, يلعن اخت اليهود اذا بدهم يرجعو شبر من فلسطين ل هالمنا  
1,الهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين  
0,ولاه امرك الوهابين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم  
1,من رافق وافق  
0, لجنه فاشله تمسخر علي المتقدمين  
0,﻿ انوا ا ا ا ا ا ا اع الشماته هالكلبا  
0,﻿ وعرض اختي انك لاسع يادمن عساس لو بدها تضرب من هسه خايفه منك  
0,نحن في زمن يهان فيه المرء ويكرم فيه الكلب   
1,استاذ عمرو يا ريت شويه تركيز علي اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه  
0,﻿المفاعل النوي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومه الاردنيه ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتوره  
1,حفظ سور جديده و تسميعها في الصلاه يساعد علي التركيز  
1,﻿ابتسم امام كل الناس لتسرهم و تجبر خواطرهم فتبسمك في وجوهم صدقه  
1,ما احلي الوجود بقرب اله  
0, ه واله صدقتي همه اصعب شء الستين سنه الاوليات  
1,انه دين يسر وليس بدين عسر  
0, قرف يقرف البنانين شو تافهين  
0,الاردن رح يولع يا نسور  
0,لا بقلو بيضه حكي فارط احنا الاردنيه ما حد بيطلع معنا براس  
1,صحيح  
1,﻿اه و النعمه  
0,يا اخوان احنا قرفنا  
1,صباح الزنبق والفل والياسمين  
1,اصلي يروح الهم ينشرح صدري ب الصلاه  
1,يا مصلح القلوب اصلح احوالنا  
1,نفع اله بك يا دكتور  
1,﻿لست الافضل و لكن لي اسلوبي ساظل داءما اتقبل راي الناقد و الحاسد   
0,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا اله اله اله  
1,تبتنا ياربن علي دكرك وشكرك و حسن الخشوع في صلاتك  
0,﻿صح الخبر مش تحرير المشتقات النفطيه و انما توليعها  
0,حيوان وكلب اله يموتك  
1,يارب اعني علي هذا القرار  
0,اله يلعن ام هيك نمر  
1,ربنا لتزغ قلوبنا بعد اذ هديتنا  
0, الشو اسمو ستار اكاديمي ولا المسخره عل العالم اكاديمي  
1,اله يفتح عليك  
1,اهلا وسهلا بحضرتك  
0,مش النوي ان صار وما اظنش اسراءيل تسمح باقامته بهالسهوله هو الي بيعني انو احنا متطورين او متقدمين  
1,﻿صباح الابتسامه مرسومه علي محياك ربي اجعل حياتي و حياه احبتي نور علي نور  
0,ياحيوان ماشي ريال مدريد  
0, متفقين معهم و البرنامج خايس  
0,بس انا مش منهم ولا البنات يلي بالجروبات  
0,﻿واله احنا مو ناقصنا وجع قلب بس ضايل علينا النوي و صحه البشر مش برضو خطيه المسءولين و ﻻ خلص ما عاد في شي فارق واله عحب  
1,انا انصح كل انسان ان لايكذب لان الكذب مداه قصير  
1,الهم اصلح شاني  
1,﻿و اله انت حبيبي  
0, سوبر حمار واله هذا السوبر حما سب في تخلفنا  
0, فعلا زي ما حكي اخر شي مهزله وانا مهزله الي ضيعت وقتي اشوف هيك مسخره فعلا اني مسخره  
1,و اله انا بقول كده م الصبح  
0, اتفه برنامج عالمي  
0,لا مو حلو  
0, تدرون يا جماعه الخير انها بتعدب واله  
1,﻿ما شاء اله اله يثبتك  
1,﻿بجد تحفه  
1,قول يارب ادعي كتير انك تكره هذه المعصيه وربنا كريم  
0, حرف الراء مصيبه ي ريس  
0, معايا زميل زميل يلعن المسخره كلهم مايستحون ذولي  
1,شبابنا فيهم الخير بس بدهم حدا يرشدهم  
1,واله اني احبك في اله يا  
0, اخر واحد اش فيه مجنون المفروض الجنه تمنع المجانين  
0,﻿يعني بكل وضوح بدكوا تذلوا الشعب الاردني و تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره  
1,الهم اعز المسلمين  
1,قال رسولنا الكريم مثل المءمنين في توادهم وتراحمهم كالجسد الواحد اذا اشتكي منه عضو تداعي لساءر الجسد بالسهر والحمي  
1,اله يهدي الجميع ويوفقك  
0, استغفر اله مجانين يروحون سوبر ستار  
1,الهم استخدمني ولا تستبدلني  
0, مجنون صوتها انا  
1,استعينوا باله يا مسلمين  
0, بكره واحد منهم بينتحر لم يضحكو عليه  
0,كلو حكي فاضي  
1,الهم ارزقنا ان نكون مثلهم  
0,سيد شوكت بحب احكيلك انو حنضل نشحد بسب المفاعل لاسف البعض يعتقد ان المفاعل النوي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي يملك غالبيه الاسهم كما في تركيا علي سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك لاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء لمستثمر وبالتالي المفاعل النوي لن يوفر لك الكهرباء بسعر قليل  
1,﻿الهم اني اسالك خشيه في السر و العلن  
0,﻿اتقوا اله فينا بكفي رفع اسعار و الرواتب بالحضيض  
1,لا اله الا اله محمد رسول اله  
0,هع بدها بس تعلق التعليقات الزنخه  
1,﻿عندك حق انت امل جميل و مشرق  
0, الي صوهتو بشبه ابو وديع ليش بتمسخرو عليه  
1,﻿ما شاء اله علي هلتفاءل الي عنده  
1,الاسلام نعمه كبيره من عند ربنا لا تقدر بكنوز الدنيا كلها  
0,احقر من هيك خيانه ما في  
0,حطمت كل احلامي البريءه  
1, كلام صحيح من شان هيك الدول الي ما فيها بطاله والمجتمعات المفتوحه بتقل فيها المشاكل النفسيه  
0,ما شاء اله واله انها امر متل الكرتون  
1,﻿الفرح فرح و سرور  
1,اله يرحمنا برحمته  
1,الكرامه فوق كل شيء  
0,﻿المشكله احنا امه لا تعلم من غيرها تسريب المفاعل الياباني و الكثير الكثير ا احدي الدول الاوروبيه اعلنت باستبدال المفاعلات النويه بطاقه البديه و الغريب انه بنفس اليوم اعلنت السعوديه بانشاء مفاعلات نويه سلميه لا ذكر اسم الدوله الاوروبيه اعتقد المانيا اني اقسم باله العظيم اني افضل النوم بكير و استغني عن الكهرباء كليا اذا كانت بمفاعل نوي علي الاراضي الاردنيه  
0, من جد مجنون  
1,العبره بالختام  
1,﻿صباح الدرب لجنه  
0,شو بالا يا دانيا و المشكله مش عارفه تكتب هعهعه  
0,ياخي عيب عليك لما تعمل مقارنه بين المصحف والحاجه دي وبعدين مين الملحد الي انته تعرفه ده يا د يا نصر  
1,﻿اله احفظ احبابي و اصدقاءي من الحسد و الكيد و الفتنه و العين  
1,خلتني ابتسم رغم اني مكتءبه جدا  
0,ماشي هسا انا صرت وله طيب في حدا بيشبهك كتير  
0,﻿ه الحلو انكم بتحكوا علي اساس انو الاردن ما فيه فساد و سرقات  
0,﻿الانكسار من اسوء الاشياء  
0,﻿ واله علي بالي مجنون  
1,اعنا يا ربنا  
0,فشرت عينك  
0,بكفينا الي بنشوفو من الدكاتره في الو الواحد نفس يعمل اشي منه  
0,﻿ اله يلعنكم يا اولاد الحرام الفن له اهله وناسه لا يحتاج لا مسابقه ولا زبي تفو  
1,ما في احلي من التفاءل الواحد بعيش مرتاح  
1,وعجلت اليك ربي لترضي  
0,بس اله لا يسامحكم و تلقوها بصحتكم ان شاء اله  
0,اصلا كتير من البنات بدهن يحكن مع الشباب  
0, عالم فاضيه بيسموا الغناء فن بيشغلوا الناس  
1,يجب علي كل مسلم الاعتزاز بدينه في جميع الامور صغيرها و كبيرها  
0, هي عندها صوت قوي بس لاسف الحين مثل غيرها  
1,﻿يا رب الهم اجعلني خير ما يظنون و اغفر لي ما لا يعلمون  
0,﻿ يا سيدي هدول عاهات وله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات  
1,يا لطيف الطف بنا  
0,شو يعني بدك ايانا نحكي من وراكي مش حلوه   
1,﻿يجب داءما ان نعتني بالورود لكي تكبر  
1,وكل منهو دنا منك  
1,ان شاء اله ربنا يعينا علي فعل الطاعات  
0,﻿اله لا يشبعكو يا حراميه  
1,دخيل عينك يادكتور كلامك ذهب  
1,اله حيهم ما اكبرهم هالسباب  
1,سبحان يهدي من يشاء ﻻاله اﻻاله محمدرسول اله  
0, واله انك مهزله  
1,مفيش اجمل من ان الانسان يحافظ علي كرامته  
1,﻿صح كلامك و احلي حكمه و محد يبقي لنهايه رغم اتفاق الطرفين  
0, يخرب زوءك  
0,انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه  
1,﻿يا عالي بلا درج  
0,بعرف بس مو حلو  
1,وعلي اله قصد السبيل  
1,الهم اجعلنا من الذين يصلحون في الارض ولا يفسدون  
0,مقاسك غير مناسب يا شريف مع نفسك  
0,﻿سوبر طقاع ﻿ اول واحد جايته زبيريه  
0,﻿الي اعتصام مفتوح ميدان تحرير لتخلص من قوي الفساد و الافساد  
1,اسوء شيء ان تكذب لانك ستبدا سلسله لا نهايه لها من الاكاذيب و في النهايه ستكشف  
1,الهم اهدني الي ما تحب و ترضي  
1,ماجمل الوفاء  
0,كلب واطي  
0,﻿ مسخره  
1,﻿ولا تنسو تبسمك في وجه اخيك صدقه  
1,﻿ماجمل الحب و الاخوه في اله ان نخاف علي بعضنا حتي في علاقتنا مع ربنا شء راءع جدا  
0,﻿ لازم يحكم عليهم بالسجن  
1,الزمن الجميل   
0,﻿الرفض القاطع لمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب و يصير اغلي من الكهربا لانه لاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلالين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه و تروح لاطراف خارجيه خالرج اطار حاجه العامه  
0,﻿يا اخوان القصه مش قصه طاقه متجده او نويه الموضوع كالتالي سواء عملنا هاي او تلك كلوا رايح في جيبه فلان و علنتان زي ما باعوا البوناس و الفوسفات و من اسبوعين لما باعوا المطار لشركه فرنسيه هيك رح يصير بالمفاعل النوي او محطات الطاقه المتجده يعني بين قوسين اخريتها تنباع فقبل ما انلم تواقع لازم نلم بعضنا و نروح نحاسب كل واحد لعب قمار فينا و نحاسب كل واحد باع شغله بتخصنا و بتخص بلدنا بدون ما يوخذ راينا لانو احنا بلشنا نعد لوري و بعتذر علي الاطاله  
0,اذا كان هيك الخبر انا ما بدي اعيش  
1,ارضي عني يا رب  
1,﻿من احبه اله حب به خلقه  
1,﻿اذا لم تقل لا لظلم فسيستمر الي الابد  
1,حماك اله من النكد  
1,شبابنا زي الورده بس بدهم حدا يدعمهم  
0, يضحكون و م شافوا انفسهم ، لو قلنا غنوا جابوا العيد فالحين بس في الظرافه ه الشيبان  
1,الهم اكفني بحلالك عن حرامك واغني بفضلك عمن سواك يا رب  
1,﻿صراحه الاراده و القناعه هيا الغني الاكتفاء  
1,ادعي من اله ان يقوني علي طاعته  
0,لهم صارو يبيعو و يشترو في البلد متل ما بدهم  
0, واله شويه عبط الي بيغنو والحكام كمان  
0,﻿مين هاي الي بصوره وءدامها كورس   
0,اله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه  
1,﻿الهم اني اسالك اخلاص النيه و كرم الطويه  
0,مشان اله حد يعمله هوشه بدنا نعطلنا شوي  
0,نذاله ه  
1,قصه حقيقيه راءعه فيها عبره لكل زوج وزوجه فيها الموده والرحمه  
1,افتخر اني مسلم نعمه من نعم ربي  
1,يا عمي ما في احلي من الاكبل  
0,هاض بعرفو بس مقرف  
0,اسفل من بعضهم  
0,﻿حسبنا اله و نعم الوكيل فيكوا  
0,﻿الطاقه الشمسيه هي البديل و ليست النويه  
0,كلهم فاجرين  
0,المشكله في ناس تقنع حالها انه جورج وسوف له علاقه بالاغاني  
0, لا حول ولا قوه الا باله ليش الحرج هدا  
0,خلص اخرسن انا قرفت اكتر منكن  
1,لا ربنا يرحمنا برحمته  
1,الهم انر قلوب المسلمين و ايقظهم من غفلتهم  
1,﻿سبحان اله مواقف لها معني و قيمه و فعلا تعلم ما شاء اله  
1,امتنا ما في زيها  
0,لا تفهمي غلط حبيبتي  
1,﻿املا رءتيك بعبق السماء مع ولاده صباح جديد تهتز له الحياه و تحتفل ايقظ عقلك بالنور و ابعث همتك حيه متوثبه ، لتطوي نهارك في فرح  
0,﻿ام التحطيم  
0, حسيت كله تمثيل وسخافه و غباء  
0,اطالب برحيل هذه الحكومه  
0,كله لايك لا اتفشلوني  
1,الهم معنا علي طاعتك ورضاك وقوي عذامءنا  
1,الحمد له الذي هدانا لهذا  
1,اله اكبر وله الحمد مصر بخير فيها ناس كتير طيبين  
1,اني احبك في اله  
1,﻿الابتسامه جميله  
1,صباح كل جميل في هذا الكون  
1,قصه جميله ودايما انا بحب اسمع البرنامج  
0,بخزي  
1,اروع صفحه  
1,ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين  
0,اعطيه علي راسي هدا الصح ياحاجه اله اكبر  
1,اما في الدين فتصير اخوه في اله وهي ارقي العلاقات الانسانيهبصحيح الحديث رب اخ لم تلده امك  
1,﻿صباح النور و السرور و الورد المنثور  
0,ايس شراع القرف  
0, بعن اله ابوك انت وعدوله يالسامج  
0, الشب السوري مظلوم  
1,يا طيبه الخير جينا  
1,بارك اله فيك  
0,﻿الرفض القاطع لمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب ويصير اغلي من الكهربا لانه لاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلالين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجه العامه  
1,واله انت الحبيبه يا طيبه  
1,ان الجميل اذا اخفيته ظهرا  
1,اعمل ايه لو عاوزه اشترك مع نهر الخير  
1,فاهجر تجد عوضا عما تفارقه  
0,﻿ مجرم  
0,فقد عجزت الكلمات  
1,﻿كلام طيب  
0, ودي اكسر الابتوب علي راسه  
1,﻿صباحات العقول اليقظه و الهم الحيه المتوثبه  
1,اله اله علي اخلاق الصحابهاصحاب رسول اله  
1,الهم اهدنا فيمن هديت وعافنا فيمن عافيت  
0,﻿لاسف البعض يعتقد ان المفاعل النوي سيحل مشاكلنا الاقتصاديه و لكن الاردن لا يمتلك موارد ماليه و هذا يعني الحاجه لشريك اجنبي كما اعلنت هيءه الطاقه يملك غالبيه الاسهم كما في تركيا علي سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك لاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء لمستثمر وبالتالي المفاعل النوي لن يوفر لك الكهرباء بسعر قليل  
1,ربك دايما جنبك لو نديته هتلاقيه   
1,اكرمك اله يا استاذي الفاضل   
0,الي انا شايفو انو المفاعل راح ينعمل في الاردن و راح يخدم دول تانيه يعني مش عشان سواد عيونا  
0,اتصور لو ظليت ما اتعلق احسن لانه تعليقاتك مقرفه  
1,ما في احلي من انه الواحد يوكل وينام  
1,﻿البسك اله ثوب الصحه و العافيه صباحك ورد  
1,﻿سلمت و سلمت يداك انها الاخلاق الكريمه التي علمنا اياها رسولنا الاعظم صلوات اله و سلامه عليه و انا انشاء اله سنفعل ما بوسعنا حتي نرسم صوره راقيه و جميله عن دينا و اخلاقنا و اله المستعان  
0,دلوعه حيوانه﻿  
0,يا امه ضحكت من جهلها الام  
0, انا ابو عدوله هذا لو قدامي صدق اني راح العن ابو من جابه  
0, اه يا ابو القمل  
1,من يتوكل علي اله فهو حسبه  
1,مافي اجمل من قوله يارب ومن يتجه الي اله عز وجل لن يتركه اله ابدا  
1,علي الاقل هناك رجل وفي لامراه احبها وهذا يسعدني  
0,﻿ اقسم باله انه منتهي  
1,اذا غلبك امر وعجزت عن التعامل معه فكر يا حي يا قيوم برحمتك استغيث  
1,يعطيك العافيه  
1,اله يهدي الجميع لاسلام   
0, بنص المقطع سقاله موطبيعيه  
1,اله يهدي التاءهين والضالين الي طريقه  
0, مبرد وجوهكم  
1,لا تحزن علي دنا فانيه بل احزن علي اخره باقيه  
0,﻿ هذول مخانيث  
1,ربنا يكتر من امثالك يا مصطفي  
1,بوركت  
1,من ترك شيءا له عوضه اله نورا وايمانا في قلبه  
