sentiment,txt
0,﻿مع مين بتحكي بتول انشاله مع حالك  
1,خلق الايثار  
0,لان ديانا كرزون البغله الاردنيه لا تستحق ذلك  
0,عني كل يعلقو الا انا  
1,نعم الاخ وما اطيب قلبه  
1,﻿ماكرمك يا ربي يا كريم  
0,صحيح انك سافل  
1,حلو كلامك عزيزي  
0,تفو عليك  
1,انا اقدر الاخلاص و الوفاء بشكل كبير  
1,بسمه امل حلوه  
0,سلطان القرف  
1,﻿الهم اعنا علي ذكرك و شكرك و حسن عبادتك  
1,ربنا يكرمك يا دكتور  
1,﻿كنت اخادع الحياه لكي اعيش كما اريد لكن الحياه خدعتني و عشت كما هي تريد  
1,اله يفرح الكل ويجمع بين المتحابين علي خير  
1,صباح ﺎلاشتياق لتلک ﺎلتي تجري من تحتہا ﺎلانہار لا حزن فيہا  
0,خمسه مليون يوقعوا علي رفض المفاعل لانه سوف يدمر الاردن لان التقدم ياتي من خلال عدم النهب لمال العام يعني يجب وقف النهب وهذا مشروع فاشل من يومه  
1,ما اروعهم  
1,الهم استخدمنا في طاعتك  
0, جزمتي و الا اقولك اسفل جزمتي الثوره في سوريا ما اشعلها الا الوهابين الي هم السلفين  
1,الهم اني اسالك صبرا  
1, احسنوا الظن  
0,خسءو وخسء امثالهم ومن طاوعهم  
1,ربنا يحميك  
0,﻿ بطني وجعتني من الضحك  
0,﻿ يشبه رغد مجنونه هيافاء  
0, هذا صدق ولا مجنون ولا يستهبل وش القصه  
0,الحمد اله علشان نرتاح من جميله الدعم  
0, لا عنجد زلمه شكلو بخوف  
0,حتي نعرف نحل مشكله المجاري بعدين منعمل مفاعلات  
0, قسم انه استهبال باستهبال  
1,يرزق من يشاء بغير حساب  
1,الهم اجعلنا من يعطي الامانه حقه  
1,﻿الدعوه مش بالكلام بس مكن نكون دعاه باخلاقنا و اسلوبنا و تعاملنا  
0, اصلا سوبر ستار لعاهات  
0, لا مش فاهماك  
0,شفتها اقول وشذا الكيك  
1,الحمد له علي الفهم  
1,صباح الخير والفل  
0,يع حاسه حالي بدي استفرغ  
0,﻿ليش ما نتعلم من الي صار في اليابان، وروسيا، المانيا الغت نظرتها في بناء مفاعلات نويه و استخدام الطاقه البديله  
1,وياريت بتظبط الكذب ماوش رجلي  
0,﻿كنا نقول البلد حاميها حراميها و ماذا سنقول الان مفتيها حراميها و اله الواحد تحير في هذه الامه التي اصبح الحليم فيها حيران  
1,بنحاول في كل مره نكون افضل  
1,يارب كرهني وابعدني فيما يغضبك  
0, انت ما شفت النسخه الاوروبيه والامريكيه والماليزيه من نفس البرنامج فيها بلاوي اكثر من كذا بس حنا العرب فينا عقده النقص والتخلف  
1,﻿فالاول يصح مساري و الثاني يزيد من اصراري  
1,وبشر الصابرين  
0,ماعندك شرف  
1,﻿يا طيب صباحك كل خيرات  
1,﻿صباح ملءه الحب و العرفان  
1,﻿انا دايما فرحان و مش ساءل بالدنيا و الحمد له  
0, هدا ماهو عقل هدا تخلوف  
0,﻿ ﻋﺎﻫﺎﺗﻚ ﻳﺎ ﻭﻃﻨﻲ  
0,الهم اجرنا من الظلم ولا تجعلنا من الظا لمين  
0, مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون  
0,الا لعنه اله علي الشيعه الي يوم الدين  
0,خنقوني  
0,ه ولكو ما احنا ميتين من دون هالوسطه  
1,يشم الطيب ويتعطر يا دكتور عمر  
1,﻿عيش زي ما بدك و ما ترد علي حدا ابدا  
0, عرب جرب  
0,بارد ومصقع  
1,الهم لا تحرم احد من هذه النعمه  
1,﻿الهم بارك فيك و عليك و ثبتك  
0,مءامره معروفه ضد الشرفاء في هذا البلد  
1,من ترك شيءا له عوضه اله خيرا منه  
0,﻿ حرام  
1,﻿الحمد له الذي لا يحمد علي مكره سواه  
0, اندهش لما عرف الحقيقه  
1,اله يبارك لنا في ايامنا  
0, واله تحشيش  
0,﻿و كمان بالمقارنه بالدول الاخري في الجانب التقني فان مفاعل الفرنسيالياباني و مفاعل الروسي لم يتم تجربه تشغيلهما بعد فالاول لم يبدا العمل علي تصميمه بعد ، لذا لا توجد مراجعه شامله و عميقه لسلامه التصميم، و بغض النظر عن الاردن فلا توجد اي افاق تجاريه لهذا النموذج حتي الحظه اما عن تصميم فتم في الهند و ذكرت تقارير انه جاهز لعمل في نهايه ، و لم يتم تشغيله لحد الان  
1,﻿كن مع اله و لا تبالي  
1,﻿صباح الخير و التفكر  
0,ما انا شطبت  
0,منيك ولك  
0, كافر ملعون جهنم باذن اله  
1,﻿المسلم الفطن النقي يتصرف بما يرضي اله في السر و العلن نسال اله عز وجل ان نتبع كل ما يرضيه عنا  
0,طبعا اكيد ﻻ والف ﻻ  
1,سبحان اله قادر علي كل شيء  
1,الهم استرنا وجميع بنات المسلمين  
1,لا استطيع الهم ارزقنا العافيه وشكر نعمتك  
0,كلب وحقير  
1,صباح الفل  
1,الخشوع هو المرحله التاليه لتركيز والتركيز ياتي باطاله القراءه والتدبر واطاله الركوع والسجود  
1,﻿الدال علي الخير كفاعله  
1,الهم ارزقني كما ترزق البغاث  
1,﻿الهم ارزقنا السلامه و العافيه في دينا و دنيانا  
0,﻿احنا ما بدنا اياه لانا ما منفهم المفاعل النوي فوق طاقتنا صعب علينا و بكره بذكركم و سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار والفواكه مواد كيماويه شوارع مش مصانه حفر ومطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور وانما الابتعاد عن الفشل الاكيد عبر التجارب  
1,الهم اكرمنا برضاك  
0,اخبار مسخره  
0,ه­ه بكفي القعده تبعته  
1,اله يصبحك برضاه  
1,سلمت امري ل ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي  
0, لبنان وزبالتوا  
0, عاهاتك يا وطنعاهاتك يا وطن  
0,نعم اردنا غير قابل لتلاعب بارواح ابناءه  
0, حثاله علي حثاله والحثاله انظف منهم  
1,هذا اكيد  
1,احسن اظن باله وتوكل عليه وحده  
0,﻿ سخيفه ب قوه  
1,لا ياس مع الحياه  
0, هذا الي فالحين فيه العرب ، فقط الهبل و التخلف  
1,﻿سبحان اله و له في خلقه شءون  
0, بيخزي  
1,﻿الهم ارزقنا الاخلاص في القول و العمل و في السر و العلن و في الرخاء و الشده و في العافيه و المرض و عند الابتلاء  
0,احتمال ما يشارك اليو البايخ  
1,انا علي ثقه اني استطيع فعل اي شء لان انا من صنع اله  
0,صراحه بخزي من دون مجامله  
1,رجعتولنا الفرحه الي نسيناها  
1,هل تعلم ان المطر يتشكل اولا علي هيءه بلورات ثلج داخل الغيوم و يتحول الي قطرات ماء بعد ذوبانه و هو في طريقه الي اليابسه  
1,ابتعد عن التشاءم وعيش يومك بالتفاءل لغد احلي  
0,كلامك في غايه الجديه صحيح  
0,﻿ واثق من نفسه الحبيب  
1,انتا عظيم يا راجل  
1,﻿و بلبل شادي بفنه  
0,عنجد بخزي شو هاد علي حساب ازياء طلع باله  
0, ايه الهبل دا  
0,انا خليني ساكته احسن  
0, بعين اله يا امال كلهن ستين سبعين سنه وبمضن وبتهون  
1,اله حيهم هالشباب انتوا القدوه  
0, هذا الي بالنص من لجنه الحكم مفكر نفسو وديع الصافي و هو شقفه علاك  
1,﻿اله يشافيك و يعافيك من كل داء وهامه اخي سيد الوكيل  
1,واعظمها امه سيدنا محمد  
0,هاد كلو كزب ياهبله واله  
1,﻿الذي طبعه راءع ما يمكن ان يتغير راح يبقه راءع  
1,نعم فالنجعل حب اله هو الغايه وربنايسامح كل تاءب  
1,سبحان اله ان اله يرزق الدوده في جوف البحر  
0,﻿ الجنه ما تنطاق  
1,قل لي من تصاحب اقول لك من انت  
1,﻿صباح يغسل كل ما لا يروقني في حيٱتي و حيٱه ٱحبتي و يجعلنٱ نتنفس حبٱ  
0, غباء في غباء لان نفس الحركه صارت في يعني قلدنه البرنامج وبعد التصرفات اوف  
1,سبحانك ربي اني كنت من الضالمين  
1,﻿بارك اله فيك و نتمني المزيد من النصاءح  
1, الحل الوحيدحب اله ورسوله وطاعتهم  
0,﻿و اله و اله عباره عن اعاده تدوير لمخلفات النويه و الاردن منها بس الارض و الجمهور بتراب الفلوس ارحمو هل البلد هلكتوها صرنا علا لسان الكل انا احنا حراميه و بس كلشي انباع بالبلد الواحد خايفه بكره يبعيوه كمان ارحمونا اله لا يسامحكم  
0,ما هيك بيقولوا لاسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا اله محمد رسول اله انت غبي يا صاحبل هذا البوست و لا تفقه شيءا من العلم و الدين انت هيك تبين انك في قمه الجهل و العار قل كلاما جيدا محبا و لا تلفظ بالكلام السيء انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا اولي الالباب  
0, مسوي انه مندهش  
0, دار الزمن وصار الوسط الفني كله نفس ذي العاهات وضحكو هما علينا  
0,﻿عادي محنا اتعودنا علي الرفع من يوم يومنا و احنا ما بنعرف غير الرفع همه برفعو و نحنا بندفع و علي حسابنا  
1,﻿يا جماعه دعواتكم لاهل سوريا فهم في اشد الحاجه لدعاءنا لنرفع اكفنا لرب الكون ان يحميهم و يحمي كل امه محمد لا تنسوهم من دعاءكم و المال الذي وهبكم اله فيا بني ادم يوما لك ويوما عليك و كما تدين تدان  
1,﻿الهم اغفر له و وسع لك رحمتك له و اصلح له ذريته  
1,والنعم والاخلاق والنعم والصداقه والنعم ف الاخوه  
1,﻿و ريحه الياس و الحنه  
0, انشاله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالميه ثالثه وما رح اتخلص غير لما نتخزق  
1,﻿صباحك طيب كطيب المسك و العنبر  
0,﻿احنا شعب مش عارفين نبني شارع و نعمل له صيانه كيف موضوع مفاعل ما عنا خبره فيه و كل البلاد المتقدمه بس بلشت تلغي هذا النوع من الطاقه رحنا لجانا له متناسين انا في منطقه حفره الانهدام و عرضه لزلازل و غير انا عرضه لنصب من خلال الجهل و الفساد المتفاقمين عنا و غير نسب السرطان المتزايده بدون واسطه و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا و الاولي انو نراجع اداره الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقه وغيرها  
0,﻿ لو حد يا جماعه يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو  
1,والشكرله والفضل له علي هذه النعمه التي انعم اله علينا بها وجعلنا من الماء كل شي حي  
0, انسان غريب  
1,يا عني علي ذكرك و شكرك و حسن عبادتك  
0,﻿هو احنا خلينا نخلص ام هالبرجين الي صرلهم سنه و بعدين بنفكر نعمل نوي سلمي ه من الديسي  
1,يارب يقدرنا علي ادخال المياه النظيفه لكل بيت محتاجه المياه  
0, لا حول ولا قوه الا باله العظيم ،لم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الي هذا الحد  
0,من وين انجيب حرام عليكم  
0,﻿حسبنا اله و نعم الوكيل في اناس همهم تجويع الشعب  
0,مسكين﻿  
0, يلعن اخت المياعه والبياخه  
0, صوتك موش حلو  
1,ما اروع برنامج الطريق الي اله  
1,الكلام في البدايه بكون حلو لاكن من يبقي خير  
1,روعه  
0, يعني هي ما راح تعتزر  
0, هذا انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا من العاهات هذيل  
1,احسنت و ابدعت و وصفت ما يدور او يجول في راس كل شاب ملتزم و كل فتاه عفيفه نقيه تقيه  
1,ربنا يبارك فيك  
0, وش جابني هنا ثقيلين دم  
0, حثاله و شباب صايع  
1,لو نريد الخشوع حقا نطلق الدنيا  
0,المفاعل النوي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه وستدفع الحكومه الاردنيه ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتوره  
1,فعلا واله هو القرار والثبات عليه  
0,﻿و اله مش عارفه شو بدنا نسوي نشحد مثلا  
1,حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شء ضروري  
1,المهم هو الصادق معي الناصح لي  
1,الحب في اله شيء جميل جدا  
1,يارب احمينا من شرور انفسنا وسيءات اعمالنا  
0,﻿انا ضد النوي و الاﺟﺪﻯ ﺑﺪﻭﻟﻪ كالاردن البحث عن مصادر لطاقه النظيفه و خصوصا انا نفتقر لماء و الاجدي بنا ايضا ان نبحث عن سبل لحل مشكله المياه بالمبالغ التي ستصرف علي المفاعلات النويه  
1,الوفاء في غير قلبك ما لقيت  
1,يارب دعوناك فستجب لنا وحق لنا ماهو اصلح وافضل لنا  
0, هبله  
1,﻿الهم اجعل سريرتي خير من علي نيتي و اجعل علي نيتي صالحه  
0, حتي في التخلف مش فالحين منيح  
1,﻿الهم نقي نفوسنا و اجعلنا لك من المخلصين سرا و جهرا  
1,﻿اله علي دينا العظيم  
0, بعضهم جايبينهم تمثيل  
0,الي لفت انتباهي الدبه الي﻿ جنبها  
0,﻿بس مو مزبوط  
1,﻿يا رب بلغنا رمضان و انت راضي عنا  
1,اشداء علي الكفار رحماء بينهم  
0,مارح يتغير شي بعد سنه رح نلاقي بالجرايد خالد النوي يطالب ابراهيم النوي بتاجيل مشروع المفاعل النوي لان في مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف لباص السريع عادي  
0, قرف شوهاد شي بخزي عنجد  
0, روح انتحر  
0, عاهاتك يا وطني  
1,هذا هو المهم  
1,﻿كل شخص فينا بيتمني الخشوع في صلاته يا رب يتقبل صلاتنا و صيامنا  
1,هاي اخلاق خليلنا الحبيب  
1,صباحات الانوار  
1,جزاك اله خيرا ياستاذ مصطفي علي ماتبثه في انفسنا ربنا يكثر من امثالك  
1,﻿تسلم انت و افكارك  
1,﻿ربنا يهدينا و يهدي بينا امه محمد الغافلين  
1,الهم اعني علي ترك المعاصي حبا في نور وجهك  
1,﻿و مفيش احلي من قضاء ربنا  
1,الماء اساس الحياه  
0,﻿ من اين لنا المياه لتبريد المفاعل النوي فهو يحتاج الي نصف مليون مترا مكعبا من المياه لتبريده سنويا علي الاقل والقاصي والداني يعرف انا في بلد يعاني من شحه المياه اما كعلوم و معرفه بالعلوم النويه و الطاقه فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندليف لعناصر مرورا ب العناصر المشعه و نظريه اينشتاين لطاقه و نظريات الفيزياء الكميه و البحث في عمر البروتون و النيوترينو والكواركات والبتونات وال و النظاءر المشعه و تفتيت الذره و اشعه جاما و بيتا و الفا و الراديوم و البلوتونيوم و البروتونات و كافه النظريات بما فيها انواع المفاعلات النويه و تجارب الام فيها مثل اليابان و المانيا و روسيا و فرنسا و امريكا و لعلم فقط انها علوم نظريا سهله و بسيطه و يستطيع فهمها حتي الانسان ذو الخلفيه و الرغبه العلميه و علي جميع او علي الاقل جزء من علماءنا ان يقروا المسار الذي يجب ان نسلكه و نسير فيه بهذا الخصوص بموازنه المخاطر و المكاسب و بعدها و علي اساس النتيجه و الفاءده الواضحه يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا  
1,﻿انما بعثت لاتم مكارم الاخلاق  
0, السادس الراء رايحه  
1,﻿الهم انا نعوذ بك من الرياء و النفاق  
1,صدقت  
1,﻿يا رب اسعد قلبي  
1,﻿الهم احسن خواتيم اعمالنا و اجعل كل اوقاتنا طاعه  
0,نار جهنم تاخدو  
1,يا عطاء يامنان يا اكرم الاكرمين  
0, ياحيوان  
1,﻿صدقتي راءعه و معبره الكلام  
0,واو حلو  
1,﻿اله يعطيك الصحه و العافيه  
1,﻿الحمد له علي نعمه الاسلام  
0, اه ياشويه عاهات  
0, لالا بس اغلبهم دارين بس يقولها استعباط ورفع ضعط خذها مني  
1,﻿الراءع سيظل راءعا حتي نهايه العمر  
1,﻿و خير الابتسامه  
0,·   راءع واله اصبت القول الاسف لاكن مافي اي حدا بيستحمل الانتقاد  
1,الهم اني اعود بك من الذنوب التي تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك  
1,﻿يا لطيف اله يلطف فينا و يصلحنا ظاهر باطن  
0,﻿ ومازال العود مصدي  
0, واله شكني في البرنامج انه سوبر ستار او برنامج كوميدي  
1,انا لا احلم ان اغير العالم ولكن احلم بان استطيع ان ارسم البسمه علي وجوه الاخرين  
1,ما اجمل الاخاء  
0,﻿ طول عمرك تخاف من الحب اجل  
0,لا هديله بالجزمه طبعا  
0,اذا الخبر صحيح انا اول شخص بطالب بالهجره لاي دوله خليجيه او اوروبيه او حتي اسراءيل  
1,يا معين يا رب  
0,الي جهنم وبءس المصير  
0, يا اخوان انتبهوا الي انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان  
0, سخافه مالها حدود  
0, جورج وسوف حلب مو طبيعي  
1,﻿صح فالابتسامه تصنع السعاده  
0, لا محاله اول شيء يحدث له بعد عودته لمغرب سيتم اغتصابه كالعاهره  
0,اله يخزيك  
0,انا ضد المفاعل  
0, ياجماعه يقولون بشار الاسد مات  
1,يسعدني وجودكم بالصفحه   
1,يارب قربني اليك واقترب لي اكثر  
1,الهم لم شمل جميع المسلمين  
0, اسخف لجنه تحكيم شفتها بحياتي  
0,﻿ تافهين جدا  
0, جابو المسخره لنفسهم اله لايردهم  
1,﻿صباحكم امل مشرق و عطا متجد كما شروق الشمس  
1,صباحك خير يا دكتور سلمان  
1,نعم احسنت ، واجبه علي كل مسلم وحق لكل مسلم فتح اله عليكم  
1,ربنا يسهل  
1,﻿عين العقل و ربي  
0,﻿اله لا يخلف عليهم و لا يكثر خيرهم فعلن شعب مسكين و عبد اله النسور بطل رفع الاسعار  
1,﻿الحمد له علي نعمه التي لا تحصي الحمد له الذي تكفل برزقي الحمد له لانه رب يستحق الحمد علي السراء و الضراء  
0,﻿حسبي اله و نعم الوكيل في كل ظالم و مفتري و اله يعين الشعب  
0,واله حرق لاخوات الكلب  
1,﻿صباح الورد و لوجه طيبه  
0,مش من بني ادم انتي من جنس الحيوانات  
1,بجد ربنا يبارك في كلماتك بتوصل واله  
1,ربنايقويك اتشجعي وخوذي قرار وخلي الصحبه الصلحه جنبيك  
1,الهم اعنا علي ذكرك وشكرك وحسن عباتك  
0,﻿لي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن و المنطقه الي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخري وهذا يعني ان الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل لاردن و ناسين ان المفاعل يحتاج الي بحر ماء لتبريد و نحن لانملك ماء لشرب و ناسين ان التطور يكون بمشاركه الجميع و ليس بقرار فردي و ناسين ان الذي اقر المفاعل هو المحتكر الاول هيءه الطاقه و ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه و التعليم لدول المتقدمه بدات تبحث عن بداءل لمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل اله لديها طاقه الرياح و طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النوي طالما اكلنا معظمه فاسد و غير صالح بسب الجشع و الطمع و الفساد  
1,﻿اجمل ابتسامه  
1,ربنا يصلح حالنا جميعا  
0,﻿ يا ريتك ما كبرت  
1,اطمءن يا قلبي فرزقي لا ياخذه غيري  
0,رءيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه علي هيك جحش خلفتو  
0, اين ذهبوا العلماء والمخترعين والمفكرين جرب في جرب  
1,صباح الحب من اله علينا جميعا  
0, سد بوزك  
0, واله الناس دي ما شايله هم ابدن علشان كده مسخرو نفسهم او كرامتهم راحت  
0, ﻻ تخليني اسب هون هات  
1,﻿صباح العفو و التسامح صباح الخير لوجه الخير  
1,﻿صباح الخير و الحريه و النصر  
0, يلعن ابو التخلف  
0, صج معوق  
1,﻿الحمد له ماكرمك يا اله  
1,كن انت التغير الذي تريد ان تراه  
1,﻿صباح الخير و السعاده لكم  
1,يا اله عالمواساه يرحم ايام زمان  
1,﻿ و نجد قلبنا بالايمان مع بعض  
1,اله يوفقنا لصداقه امثالهم  
1,﻿ نسال اله العفو و العافيه  
0,ويوجد البديل الطاقه المتجده  
0, صوتك وحش  
0, اش التفاه هاذي  
0, فيديو بايخ  
1,كلام راءع وفي وقته وربنا قادر علي كل شء  
0, تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج  
0,لا احدالاخوه  
1, صح جدا  
0, المراه تهان وتعامل كاداه جنسيه تحت مسميات عديده كالمسيار والمسفار والمصياف الخ وكلو بتمنو  
0, سامجين بس يمسخرون المشتركين وقاحه  
0,﻿ دمرني النصاني هودعيك يربي بطني  
1,المه هي احلي اشي بالافراح  
1,احبك ربي   
0,الاشغال  
1,فاظفر بذات الدين تربت يداك  
0,يلعن الساعه الي بشرت فيك  
1,وانا من الناس الي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لانا عارفين انه لا ملجا لنا الا له  
1,الهم اسعد كل انسان  
1,الهم اصلح حال المسلمين  
0,هو احنا خلينا نخلص ام هالبرجين الي صرلهم سنه وبعدين بنفكر نعمل نوي سلمي ه من الديسي  
0, بيجيبو الشيوخ ليسهزاءو فيهم  
1,من ترك شيءا له عوضه اله خيرا منه  
1,﻿كلامك يشعرني بالتفاءل و يمدني بالقوه و الاستمرار  
0, شعب سخيف  
1,اي واله  
1,﻿كلام سليم الف بالميه و اله  
0,باله تسكتوا خلينا بحالنا بدناش مشاكل ايه  
1,﻿يا رب بناتنا و شبابنا كلهم يستطيعوا العمل بهذه النصيحه يا ريتا كلنا نتذكر انا كلنا دعاه لاسلام باخلاقيتنا و الصفات الحسنه  
0, لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه  
0,واله ايلي اختشه ماتوا   
1,سلمت يداك روعه  
1,ظني باله جميل  
1,﻿انا بدات و اتحرك و شاركت بفكره ستغير الكثير من واقعن  
0,﻿الا يكفي ان نسبه مرضي السرطان في الاردن اعلي نسبه عالميه بسب مفاعل دايمونه الاسراءيلي و بكل جهل نضعه في بلدنا  
0,﻿ قرفت انتحر عن الدرج  
1,اجمل حاجه في الحياه كلها انا نرضي ربنا وبس مش كتير واله علي ربنا بالعكس ده ولا حاجه في نعمته علينا كفايه انا مسلمين بس الحمد له   
0, ده سوسن خالص ينهار اسود  
0,ناشدتك اله  
0,﻿ من جد سوبر ابقار  
0, صار عناد وكره و قله ادب بس ظلموها  
0, انا نعيش في زمن بلا رحمه  
1,الهم انا نسالك رزقا حلال طيبا مباركا يعينا علي طاعتك  
